This file contains information about the containers on an already loaded ship.
The sorting is already done when loading the containers.
Ship dimensions (length, width, height): 
24	22	18
Dimensions for each section (length, width, max_height): 
4	11	18
--------------------
Section 3
This section has no holding container
--------------------
Stack at (0, 0), in section: 3
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 5,	 11)	4098	40	4	6	10	22
(1,	 5,	 12)	3936	40	4	5	9	22
(1,	 5,	 13)	0132	40	4	4	8	22
(1,	 5,	 14)	2309	40	4	3	7	22
(1,	 5,	 15)	2463	40	4	2	6	22
(1,	 5,	 16)	4623	40	4	2	6	22
(1,	 5,	 17)	4953	40	4	1	5	22
Stack at (1, 6), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 6,	 0)	3089	20	2	19	21	20
(1,	 6,	 0)	3099	20	2	10	12	20
(1,	 6,	 1)	1446	20	2	20	22	20
(1,	 6,	 1)	1456	20	2	6	8	20
(1,	 6,	 2)	4585	20	2	6	8	20
(1,	 6,	 2)	4586	20	2	18	20	20
(1,	 6,	 3)	0119	20	2	12	14	20
(1,	 6,	 3)	0133	20	2	10	12	20
(1,	 6,	 4)	4066	40	4	20	24	22
(1,	 6,	 5)	0740	20	2	11	13	20
(1,	 6,	 5)	0746	20	2	4	6	20
(1,	 6,	 6)	1048	20	2	9	11	20
(1,	 6,	 6)	1049	20	2	6	8	20
(1,	 6,	 7)	5203	20	2	3	5	20
(1,	 6,	 7)	5204	20	2	12	14	20
(1,	 6,	 8)	2815	40	4	11	15	22
(1,	 6,	 9)	2308	20	2	7	9	20
(1,	 6,	 9)	2313	20	2	2	4	20
(1,	 6,	 10)	5627	20	2	8	10	20
(1,	 6,	 10)	5660	20	2	1	3	20
(1,	 6,	 11)	2559	40	4	8	12	22
(1,	 6,	 12)	1991	40	4	7	11	22
(1,	 6,	 13)	3687	40	4	7	11	22
(1,	 6,	 14)	5511	40	4	7	11	22
(1,	 6,	 15)	3960	40	4	3	7	22
(1,	 6,	 16)	5059	40	4	2	6	22
(1,	 6,	 17)	2219	40	4	0	4	22
Stack at (1, 7), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 7,	 0)	1976	20	2	16	18	20
(1,	 7,	 0)	1977	20	2	17	19	20
(1,	 7,	 1)	0148	20	2	6	8	20
(1,	 7,	 1)	0149	20	2	18	20	20
(1,	 7,	 2)	0949	20	2	18	20	20
(1,	 7,	 2)	0961	20	2	6	8	20
(1,	 7,	 3)	5294	20	2	6	8	20
(1,	 7,	 3)	5303	20	2	15	17	20
(1,	 7,	 4)	4602	40	4	20	24	22
(1,	 7,	 5)	5719	20	2	18	20	20
(1,	 7,	 5)	5720	20	2	2	4	20
(1,	 7,	 6)	6130	40	4	20	24	22
(1,	 7,	 7)	3456	40	4	18	22	22
(1,	 7,	 8)	3040	40	4	16	20	22
(1,	 7,	 9)	1649	40	4	14	18	22
(1,	 7,	 10)	3851	20	2	1	3	20
(1,	 7,	 10)	3852	20	2	13	15	20
(1,	 7,	 11)	5022	40	4	14	18	22
(1,	 7,	 12)	4203	40	4	13	17	22
(1,	 7,	 13)	6035	40	4	8	12	22
(1,	 7,	 14)	0776	20	2	1	3	20
(1,	 7,	 14)	0781	20	2	6	8	20
(1,	 7,	 15)	2907	40	4	5	9	22
(1,	 7,	 16)	1535	40	4	4	8	22
(1,	 7,	 17)	2716	40	4	4	8	22
Stack at (1, 8), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 8,	 0)	1113	20	2	12	14	20
(1,	 8,	 0)	1122	20	2	11	13	20
(1,	 8,	 1)	4146	40	4	22	26	22
(1,	 8,	 2)	1653	40	4	20	24	22
(1,	 8,	 3)	3003	40	4	18	22	22
(1,	 8,	 4)	2144	20	2	2	4	20
(1,	 8,	 4)	2158	20	2	13	15	20
(1,	 8,	 5)	0757	40	4	12	16	22
(1,	 8,	 6)	3467	40	4	11	15	22
(1,	 8,	 7)	2475	40	4	10	14	22
(1,	 8,	 8)	0387	20	2	1	3	20
(1,	 8,	 8)	0392	20	2	8	10	20
(1,	 8,	 9)	2763	40	4	9	13	22
(1,	 8,	 10)	3913	40	4	9	13	22
(1,	 8,	 11)	4957	20	2	2	4	20
(1,	 8,	 11)	4958	20	2	7	9	20
(1,	 8,	 12)	4830	40	4	6	10	22
(1,	 8,	 13)	3694	40	4	5	9	22
(1,	 8,	 14)	0515	40	4	4	8	22
(1,	 8,	 15)	1005	40	4	2	6	22
(1,	 8,	 16)	4728	40	4	2	6	22
(1,	 8,	 17)	0159	40	4	1	5	22
Stack at (1, 9), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 9,	 0)	5845	20	2	18	20	20
(1,	 9,	 0)	5846	20	2	14	16	20
(1,	 9,	 1)	4648	20	2	7	9	20
(1,	 9,	 1)	4649	20	2	17	19	20
(1,	 9,	 2)	2483	40	4	20	24	22
(1,	 9,	 3)	3684	20	2	14	16	20
(1,	 9,	 3)	3700	20	2	6	8	20
(1,	 9,	 4)	0852	20	2	8	10	20
(1,	 9,	 4)	0854	20	2	9	11	20
(1,	 9,	 5)	2117	20	2	0	2	20
(1,	 9,	 5)	2118	20	2	17	19	20
(1,	 9,	 6)	4183	40	4	17	21	22
(1,	 9,	 7)	0485	40	4	16	20	22
(1,	 9,	 8)	2957	20	2	1	3	20
(1,	 9,	 8)	2958	20	2	15	17	20
(1,	 9,	 9)	5144	20	2	12	14	20
(1,	 9,	 9)	5145	20	2	1	3	20
(1,	 9,	 10)	1771	40	4	12	16	22
(1,	 9,	 11)	0163	40	4	10	14	22
(1,	 9,	 12)	1275	40	4	10	14	22
(1,	 9,	 13)	3483	40	4	10	14	22
(1,	 9,	 14)	5461	20	2	9	11	20
(1,	 9,	 14)	5462	20	2	1	3	20
(1,	 9,	 15)	5628	40	4	9	13	22
(1,	 9,	 16)	1542	40	4	8	12	22
(1,	 9,	 17)	3380	40	4	2	6	22
Stack at (1, 10), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(1,	 10,	 0)	4699	20	2	19	21	20
(1,	 10,	 0)	4700	20	2	19	21	20
(1,	 10,	 1)	2044	20	2	19	21	20
(1,	 10,	 1)	2051	20	2	12	14	20
(1,	 10,	 2)	1248	20	2	16	18	20
(1,	 10,	 2)	1251	20	2	9	11	20
(1,	 10,	 3)	0168	40	4	21	25	22
(1,	 10,	 4)	0685	20	2	12	14	20
(1,	 10,	 4)	0686	20	2	3	5	20
(1,	 10,	 5)	5437	40	4	15	19	22
(1,	 10,	 6)	2722	40	4	14	18	22
(1,	 10,	 7)	3079	20	2	7	9	20
(1,	 10,	 7)	3080	20	2	6	8	20
(1,	 10,	 8)	3659	20	2	11	13	20
(1,	 10,	 8)	3670	20	2	1	3	20
(1,	 10,	 9)	4128	40	4	12	16	22
(1,	 10,	 10)	3429	20	2	5	7	20
(1,	 10,	 10)	3430	20	2	6	8	20
(1,	 10,	 11)	5705	40	4	7	11	22
(1,	 10,	 12)	1040	20	2	5	7	20
(1,	 10,	 12)	1043	20	2	1	3	20
(1,	 10,	 13)	4496	40	4	6	10	22
(1,	 10,	 14)	5910	40	4	6	10	22
(1,	 10,	 15)	1903	40	4	3	7	22
(1,	 10,	 16)	4000	20	2	1	3	20
(1,	 10,	 16)	4011	20	2	2	4	20
(1,	 10,	 17)	1787	40	4	1	5	22
Stack at (2, 0), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 0,	 0)	1721	20	2	17	19	20
(2,	 0,	 0)	1722	20	2	19	21	20
(2,	 0,	 1)	0980	20	2	18	20	20
(2,	 0,	 1)	0981	20	2	16	18	20
(2,	 0,	 2)	4375	20	2	9	11	20
(2,	 0,	 2)	4396	20	2	20	22	20
(2,	 0,	 3)	5742	40	4	19	23	22
(2,	 0,	 4)	3385	40	4	18	22	22
(2,	 0,	 5)	5214	40	4	17	21	22
(2,	 0,	 6)	2502	40	4	15	19	22
(2,	 0,	 7)	2967	40	4	15	19	22
(2,	 0,	 8)	0408	20	2	13	15	20
(2,	 0,	 8)	0409	20	2	1	3	20
(2,	 0,	 9)	3993	20	2	8	10	20
(2,	 0,	 9)	3994	20	2	6	8	20
(2,	 0,	 10)	0693	40	4	12	16	22
(2,	 0,	 11)	5540	20	2	0	2	20
(2,	 0,	 11)	5541	20	2	9	11	20
(2,	 0,	 12)	6041	40	4	9	13	22
(2,	 0,	 13)	4962	40	4	8	12	22
(2,	 0,	 14)	3756	40	4	7	11	22
(2,	 0,	 15)	6148	40	4	6	10	22
(2,	 0,	 16)	0181	40	4	3	7	22
(2,	 0,	 17)	2909	40	4	1	5	22
Stack at (2, 1), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 1,	 0)	3168	20	2	19	21	20
(2,	 1,	 0)	3169	20	2	16	18	20
(2,	 1,	 1)	4522	20	2	18	20	20
(2,	 1,	 1)	4531	20	2	17	19	20
(2,	 1,	 2)	3912	20	2	9	11	20
(2,	 1,	 2)	3921	20	2	18	20	20
(2,	 1,	 3)	0158	20	2	6	8	20
(2,	 1,	 3)	0187	20	2	20	22	20
(2,	 1,	 4)	1203	20	2	19	21	20
(2,	 1,	 4)	1204	20	2	1	3	20
(2,	 1,	 5)	5674	20	2	7	9	20
(2,	 1,	 5)	5675	20	2	13	15	20
(2,	 1,	 6)	6013	40	4	20	24	22
(2,	 1,	 7)	2263	40	4	19	23	22
(2,	 1,	 8)	0788	40	4	17	21	22
(2,	 1,	 9)	1940	40	4	13	17	22
(2,	 1,	 10)	5466	20	2	7	9	20
(2,	 1,	 10)	5467	20	2	6	8	20
(2,	 1,	 11)	6272	40	4	13	17	22
(2,	 1,	 12)	1665	40	4	11	15	22
(2,	 1,	 13)	2715	20	2	7	9	20
(2,	 1,	 13)	2729	20	2	4	6	20
(2,	 1,	 14)	6303	20	2	4	6	20
(2,	 1,	 14)	6304	20	2	5	7	20
(2,	 1,	 15)	6207	40	4	8	12	22
(2,	 1,	 16)	5243	40	4	7	11	22
(2,	 1,	 17)	2984	20	2	1	3	20
(2,	 1,	 17)	3013	20	2	2	4	20
Stack at (2, 2), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 2,	 0)	5387	20	2	18	20	20
(2,	 2,	 0)	5388	20	2	16	18	20
(2,	 2,	 1)	3214	20	2	17	19	20
(2,	 2,	 1)	3215	20	2	13	15	20
(2,	 2,	 2)	4510	20	2	17	19	20
(2,	 2,	 2)	4511	20	2	12	14	20
(2,	 2,	 3)	0203	20	2	8	10	20
(2,	 2,	 3)	0204	20	2	14	16	20
(2,	 2,	 4)	1096	40	4	19	23	22
(2,	 2,	 5)	2418	20	2	5	7	20
(2,	 2,	 5)	2419	20	2	13	15	20
(2,	 2,	 6)	1565	20	2	12	14	20
(2,	 2,	 6)	1566	20	2	5	7	20
(2,	 2,	 7)	1917	20	2	3	5	20
(2,	 2,	 7)	1951	20	2	14	16	20
(2,	 2,	 8)	2818	20	2	12	14	20
(2,	 2,	 8)	2819	20	2	5	7	20
(2,	 2,	 9)	6212	40	4	17	21	22
(2,	 2,	 10)	3861	40	4	16	20	22
(2,	 2,	 11)	5948	40	4	14	18	22
(2,	 2,	 12)	5101	40	4	13	17	22
(2,	 2,	 13)	0863	20	2	1	3	20
(2,	 2,	 13)	0884	20	2	6	8	20
(2,	 2,	 14)	4266	20	2	3	5	20
(2,	 2,	 14)	4267	20	2	4	6	20
(2,	 2,	 15)	6108	20	2	2	4	20
(2,	 2,	 15)	6127	20	2	5	7	20
(2,	 2,	 16)	0763	40	4	6	10	22
(2,	 2,	 17)	6290	40	4	4	8	22
Stack at (2, 3), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 3,	 0)	4740	20	2	15	17	20
(2,	 3,	 0)	4746	20	2	17	19	20
(2,	 3,	 1)	4065	20	2	14	16	20
(2,	 3,	 1)	4075	20	2	14	16	20
(2,	 3,	 2)	2273	40	4	21	25	22
(2,	 3,	 3)	1826	20	2	7	9	20
(2,	 3,	 3)	1840	20	2	12	14	20
(2,	 3,	 4)	2770	20	2	0	2	20
(2,	 3,	 4)	2774	20	2	19	21	20
(2,	 3,	 5)	5352	20	2	7	9	20
(2,	 3,	 5)	5365	20	2	12	14	20
(2,	 3,	 6)	1409	40	4	18	22	22
(2,	 3,	 7)	6182	20	2	13	15	20
(2,	 3,	 7)	6193	20	2	5	7	20
(2,	 3,	 8)	1011	40	4	17	21	22
(2,	 3,	 9)	0465	20	2	3	5	20
(2,	 3,	 9)	0466	20	2	13	15	20
(2,	 3,	 10)	3263	40	4	15	19	22
(2,	 3,	 11)	5732	40	4	13	17	22
(2,	 3,	 12)	6085	20	2	9	11	20
(2,	 3,	 12)	6086	20	2	2	4	20
(2,	 3,	 13)	3591	40	4	9	13	22
(2,	 3,	 14)	0217	40	4	8	12	22
(2,	 3,	 15)	3839	40	4	8	12	22
(2,	 3,	 16)	5957	40	4	8	12	22
(2,	 3,	 17)	0804	40	4	6	10	22
Stack at (2, 4), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 4,	 0)	4456	20	2	20	22	20
(2,	 4,	 0)	4470	20	2	19	21	20
(2,	 4,	 1)	1702	20	2	10	12	20
(2,	 4,	 1)	1703	20	2	20	22	20
(2,	 4,	 2)	2373	40	4	22	26	22
(2,	 4,	 3)	5245	20	2	11	13	20
(2,	 4,	 3)	5246	20	2	11	13	20
(2,	 4,	 4)	3860	20	2	6	8	20
(2,	 4,	 4)	3872	20	2	13	15	20
(2,	 4,	 5)	6062	20	2	13	15	20
(2,	 4,	 5)	6063	20	2	6	8	20
(2,	 4,	 6)	0374	40	4	18	22	22
(2,	 4,	 7)	1298	20	2	11	13	20
(2,	 4,	 7)	1299	20	2	6	8	20
(2,	 4,	 8)	3499	40	4	16	20	22
(2,	 4,	 9)	2870	40	4	14	18	22
(2,	 4,	 10)	1002	40	4	11	15	22
(2,	 4,	 11)	5915	40	4	11	15	22
(2,	 4,	 12)	3234	40	4	10	14	22
(2,	 4,	 13)	5650	40	4	10	14	22
(2,	 4,	 14)	0756	20	2	0	2	20
(2,	 4,	 14)	0765	20	2	7	9	20
(2,	 4,	 15)	4366	40	4	2	6	22
(2,	 4,	 16)	0221	40	4	0	4	22
(2,	 4,	 17)	0919	40	4	0	4	22
Stack at (2, 5), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 5,	 0)	3016	20	2	17	19	20
(2,	 5,	 0)	3017	20	2	18	20	20
(2,	 5,	 1)	1010	20	2	13	15	20
(2,	 5,	 1)	1017	20	2	11	13	20
(2,	 5,	 2)	4097	20	2	6	8	20
(2,	 5,	 2)	4105	20	2	18	20	20
(2,	 5,	 3)	4967	20	2	8	10	20
(2,	 5,	 3)	4968	20	2	12	14	20
(2,	 5,	 4)	0545	20	2	6	8	20
(2,	 5,	 4)	0546	20	2	12	14	20
(2,	 5,	 5)	0223	40	4	16	20	22
(2,	 5,	 6)	5662	40	4	16	20	22
(2,	 5,	 7)	2426	40	4	14	18	22
(2,	 5,	 8)	1576	40	4	13	17	22
(2,	 5,	 9)	3746	20	2	9	11	20
(2,	 5,	 9)	3760	20	2	4	6	20
(2,	 5,	 10)	5965	40	4	13	17	22
(2,	 5,	 11)	2737	40	4	11	15	22
(2,	 5,	 12)	2166	40	4	9	13	22
(2,	 5,	 13)	1874	40	4	8	12	22
(2,	 5,	 14)	5524	40	4	6	10	22
(2,	 5,	 15)	4715	40	4	5	9	22
(2,	 5,	 16)	4839	40	4	4	8	22
(2,	 5,	 17)	5402	40	4	4	8	22
Stack at (2, 6), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 6,	 0)	1575	20	2	19	21	20
(2,	 6,	 0)	1605	20	2	16	18	20
(2,	 6,	 1)	0562	20	2	7	9	20
(2,	 6,	 1)	0568	20	2	17	19	20
(2,	 6,	 2)	1132	20	2	5	7	20
(2,	 6,	 2)	1152	20	2	15	17	20
(2,	 6,	 3)	5192	20	2	1	3	20
(2,	 6,	 3)	5193	20	2	19	21	20
(2,	 6,	 4)	5995	40	4	20	24	22
(2,	 6,	 5)	3395	40	4	19	23	22
(2,	 6,	 6)	3770	20	2	10	12	20
(2,	 6,	 6)	3777	20	2	8	10	20
(2,	 6,	 7)	0222	20	2	16	18	20
(2,	 6,	 7)	0230	20	2	1	3	20
(2,	 6,	 8)	2921	20	2	16	18	20
(2,	 6,	 8)	2922	20	2	1	3	20
(2,	 6,	 9)	4209	40	4	16	20	22
(2,	 6,	 10)	2434	40	4	11	15	22
(2,	 6,	 11)	5634	40	4	11	15	22
(2,	 6,	 12)	2662	40	4	10	14	22
(2,	 6,	 13)	4829	20	2	7	9	20
(2,	 6,	 13)	4842	20	2	3	5	20
(2,	 6,	 14)	4662	40	4	7	11	22
(2,	 6,	 15)	5925	40	4	6	10	22
(2,	 6,	 16)	5063	40	4	1	5	22
(2,	 6,	 17)	5572	40	4	1	5	22
Stack at (2, 7), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 7,	 0)	1471	20	2	19	21	20
(2,	 7,	 0)	1472	20	2	14	16	20
(2,	 7,	 1)	3038	20	2	13	15	20
(2,	 7,	 1)	3049	20	2	15	17	20
(2,	 7,	 2)	4980	20	2	15	17	20
(2,	 7,	 2)	4981	20	2	11	13	20
(2,	 7,	 3)	0792	20	2	13	15	20
(2,	 7,	 3)	0809	20	2	11	13	20
(2,	 7,	 4)	2501	20	2	8	10	20
(2,	 7,	 4)	2523	20	2	14	16	20
(2,	 7,	 5)	3660	40	4	22	26	22
(2,	 7,	 6)	5683	40	4	22	26	22
(2,	 7,	 7)	5983	20	2	6	8	20
(2,	 7,	 7)	6047	20	2	15	17	20
(2,	 7,	 8)	0430	40	4	18	22	22
(2,	 7,	 9)	4610	20	2	9	11	20
(2,	 7,	 9)	4611	20	2	8	10	20
(2,	 7,	 10)	4161	20	2	13	15	20
(2,	 7,	 10)	4162	20	2	3	5	20
(2,	 7,	 11)	6220	20	2	6	8	20
(2,	 7,	 11)	6221	20	2	7	9	20
(2,	 7,	 12)	5495	40	4	9	13	22
(2,	 7,	 13)	2181	40	4	7	11	22
(2,	 7,	 14)	0241	40	4	6	10	22
(2,	 7,	 15)	2440	40	4	5	9	22
(2,	 7,	 16)	6289	40	4	2	6	22
(2,	 7,	 17)	1390	40	4	0	4	22
Stack at (2, 8), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 8,	 0)	5334	20	2	20	22	20
(2,	 8,	 0)	5335	20	2	17	19	20
(2,	 8,	 1)	1329	20	2	14	16	20
(2,	 8,	 1)	1338	20	2	18	20	20
(2,	 8,	 2)	2857	20	2	13	15	20
(2,	 8,	 2)	2879	20	2	14	16	20
(2,	 8,	 3)	4782	20	2	4	6	20
(2,	 8,	 3)	4783	20	2	18	20	20
(2,	 8,	 4)	5956	20	2	10	12	20
(2,	 8,	 4)	5971	20	2	12	14	20
(2,	 8,	 5)	6169	40	4	20	24	22
(2,	 8,	 6)	3885	40	4	19	23	22
(2,	 8,	 7)	0921	40	4	18	22	22
(2,	 8,	 8)	2433	20	2	9	11	20
(2,	 8,	 8)	2446	20	2	8	10	20
(2,	 8,	 9)	4367	40	4	17	21	22
(2,	 8,	 10)	0240	20	2	8	10	20
(2,	 8,	 10)	0247	20	2	8	10	20
(2,	 8,	 11)	0554	40	4	13	17	22
(2,	 8,	 12)	3490	40	4	8	12	22
(2,	 8,	 13)	2186	40	4	7	11	22
(2,	 8,	 14)	3677	40	4	5	9	22
(2,	 8,	 15)	5224	40	4	4	8	22
(2,	 8,	 16)	2067	40	4	2	6	22
(2,	 8,	 17)	2779	40	4	0	4	22
Stack at (2, 9), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 9,	 0)	0610	20	2	12	14	20
(2,	 9,	 0)	0629	20	2	8	10	20
(2,	 9,	 1)	1995	40	4	20	24	22
(2,	 9,	 2)	1594	40	4	18	22	22
(2,	 9,	 3)	3810	20	2	5	7	20
(2,	 9,	 3)	3811	20	2	13	15	20
(2,	 9,	 4)	3111	20	2	11	13	20
(2,	 9,	 4)	3112	20	2	5	7	20
(2,	 9,	 5)	3505	40	4	14	18	22
(2,	 9,	 6)	0424	40	4	12	16	22
(2,	 9,	 7)	1307	40	4	12	16	22
(2,	 9,	 8)	2493	40	4	11	15	22
(2,	 9,	 9)	4269	40	4	7	11	22
(2,	 9,	 10)	0254	40	4	4	8	22
(2,	 9,	 11)	1133	40	4	4	8	22
(2,	 9,	 12)	2895	40	4	3	7	22
(2,	 9,	 13)	4626	40	4	3	7	22
(2,	 9,	 14)	4523	40	4	2	6	22
(2,	 9,	 15)	2973	40	4	1	5	22
(2,	 9,	 16)	2782	40	4	0	4	22
(2,	 9,	 17)	4794	40	4	0	4	22
Stack at (2, 10), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(2,	 10,	 0)	1990	20	2	16	18	20
(2,	 10,	 0)	2007	20	2	12	14	20
(2,	 10,	 1)	5862	20	2	12	14	20
(2,	 10,	 1)	5863	20	2	16	18	20
(2,	 10,	 2)	2648	20	2	13	15	20
(2,	 10,	 2)	2649	20	2	12	14	20
(2,	 10,	 3)	6312	20	2	13	15	20
(2,	 10,	 3)	6313	20	2	11	13	20
(2,	 10,	 4)	0253	20	2	10	12	20
(2,	 10,	 4)	0256	20	2	13	15	20
(2,	 10,	 5)	3233	20	2	4	6	20
(2,	 10,	 5)	3242	20	2	19	21	20
(2,	 10,	 6)	3709	20	2	10	12	20
(2,	 10,	 6)	3710	20	2	13	15	20
(2,	 10,	 7)	6279	40	4	21	25	22
(2,	 10,	 8)	5472	20	2	12	14	20
(2,	 10,	 8)	5473	20	2	8	10	20
(2,	 10,	 9)	0891	40	4	18	22	22
(2,	 10,	 10)	1330	40	4	18	22	22
(2,	 10,	 11)	5100	20	2	11	13	20
(2,	 10,	 11)	5117	20	2	6	8	20
(2,	 10,	 12)	6153	40	4	16	20	22
(2,	 10,	 13)	4274	40	4	14	18	22
(2,	 10,	 14)	4665	40	4	12	16	22
(2,	 10,	 15)	1758	40	4	10	14	22
(2,	 10,	 16)	4895	40	4	7	11	22
(2,	 10,	 17)	0777	40	4	5	9	22
Stack at (3, 0), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 0,	 0)	0692	20	2	13	15	20
(3,	 0,	 0)	0699	20	2	20	22	20
(3,	 0,	 1)	6096	20	2	10	12	20
(3,	 0,	 1)	6097	20	2	16	18	20
(3,	 0,	 2)	5591	20	2	13	15	20
(3,	 0,	 2)	5592	20	2	12	14	20
(3,	 0,	 3)	4218	20	2	5	7	20
(3,	 0,	 3)	4219	20	2	19	21	20
(3,	 0,	 4)	0268	40	4	21	25	22
(3,	 0,	 5)	1401	40	4	21	25	22
(3,	 0,	 6)	2180	20	2	16	18	20
(3,	 0,	 6)	2201	20	2	1	3	20
(3,	 0,	 7)	2786	40	4	17	21	22
(3,	 0,	 8)	3822	40	4	16	20	22
(3,	 0,	 9)	3192	20	2	2	4	20
(3,	 0,	 9)	3196	20	2	12	14	20
(3,	 0,	 10)	5000	40	4	13	17	22
(3,	 0,	 11)	5287	20	2	2	4	20
(3,	 0,	 11)	5288	20	2	11	13	20
(3,	 0,	 12)	1880	40	4	12	16	22
(3,	 0,	 13)	3537	20	2	9	11	20
(3,	 0,	 13)	3538	20	2	2	4	20
(3,	 0,	 14)	4822	40	4	8	12	22
(3,	 0,	 15)	2588	40	4	5	9	22
(3,	 0,	 16)	6024	40	4	5	9	22
(3,	 0,	 17)	5574	40	4	0	4	22
Stack at (3, 1), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 1,	 0)	3735	20	2	15	17	20
(3,	 1,	 0)	3736	20	2	12	14	20
(3,	 1,	 1)	3253	20	2	8	10	20
(3,	 1,	 1)	3254	20	2	16	18	20
(3,	 1,	 2)	2743	20	2	13	15	20
(3,	 1,	 2)	2744	20	2	7	9	20
(3,	 1,	 3)	4448	40	4	20	24	22
(3,	 1,	 4)	1852	40	4	19	23	22
(3,	 1,	 5)	2272	20	2	19	21	20
(3,	 1,	 5)	2287	20	2	0	2	20
(3,	 1,	 6)	0281	40	4	16	20	22
(3,	 1,	 7)	1520	40	4	15	19	22
(3,	 1,	 8)	1136	40	4	14	18	22
(3,	 1,	 9)	4846	40	4	13	17	22
(3,	 1,	 10)	0819	40	4	12	16	22
(3,	 1,	 11)	5875	40	4	12	16	22
(3,	 1,	 12)	5151	20	2	3	5	20
(3,	 1,	 12)	5152	20	2	8	10	20
(3,	 1,	 13)	5652	40	4	9	13	22
(3,	 1,	 14)	0563	40	4	8	12	22
(3,	 1,	 15)	5408	40	4	5	9	22
(3,	 1,	 16)	5547	40	4	4	8	22
(3,	 1,	 17)	6074	40	4	3	7	22
Stack at (3, 2), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 2,	 0)	3292	20	2	7	9	20
(3,	 2,	 0)	3294	20	2	19	21	20
(3,	 2,	 1)	0289	20	2	17	19	20
(3,	 2,	 1)	0290	20	2	8	10	20
(3,	 2,	 2)	0840	20	2	4	6	20
(3,	 2,	 2)	0841	20	2	18	20	20
(3,	 2,	 3)	2355	40	4	21	25	22
(3,	 2,	 4)	5882	40	4	21	25	22
(3,	 2,	 5)	2848	20	2	7	9	20
(3,	 2,	 5)	2849	20	2	13	15	20
(3,	 2,	 6)	3884	20	2	14	16	20
(3,	 2,	 6)	3894	20	2	6	8	20
(3,	 2,	 7)	1906	20	2	3	5	20
(3,	 2,	 7)	1907	20	2	15	17	20
(3,	 2,	 8)	5523	20	2	10	12	20
(3,	 2,	 8)	5529	20	2	8	10	20
(3,	 2,	 9)	4993	40	4	17	21	22
(3,	 2,	 10)	1358	40	4	15	19	22
(3,	 2,	 11)	4552	40	4	15	19	22
(3,	 2,	 12)	6109	40	4	11	15	22
(3,	 2,	 13)	5353	40	4	7	11	22
(3,	 2,	 14)	1719	40	4	6	10	22
(3,	 2,	 15)	4411	40	4	6	10	22
(3,	 2,	 16)	0785	40	4	0	4	22
(3,	 2,	 17)	4893	40	4	0	4	22
Stack at (3, 3), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
(3,	 3,	 0)	5738	20	2	10	12	20
(3,	 3,	 0)	5752	20	2	15	17	20
(3,	 3,	 1)	2631	20	2	11	13	20
(3,	 3,	 1)	2632	20	2	11	13	20
(3,	 3,	 2)	1376	20	2	20	22	20
(3,	 3,	 2)	1420	20	2	1	3	20
(3,	 3,	 3)	0611	40	4	20	24	22
(3,	 3,	 4)	0298	40	4	19	23	22
(3,	 3,	 5)	4798	40	4	19	23	22
(3,	 3,	 6)	3130	40	4	18	22	22
(3,	 3,	 7)	1918	40	4	17	21	22
(3,	 3,	 8)	3550	40	4	14	18	22
(3,	 3,	 9)	4039	20	2	14	16	20
(3,	 3,	 9)	4044	20	2	0	2	20
(3,	 3,	 10)	2320	40	4	12	16	22
(3,	 3,	 11)	4464	40	4	12	16	22
(3,	 3,	 12)	5549	40	4	10	14	22
(3,	 3,	 13)	5357	40	4	8	12	22
(3,	 3,	 14)	5157	40	4	7	11	22
(3,	 3,	 15)	1103	40	4	4	8	22
(3,	 3,	 16)	1283	40	4	4	8	22
(3,	 3,	 17)	3934	40	4	4	8	22
Stack at (3, 4), in section: 5
(x,	 y,	 z)	code	length	weight	cargo	TW	cargo capacity
